Date,Open,High,Low,Close,Adj Close,Volume,ewm12,ewm26,macd,signal,macdhist,sma20,std20,upperband,lowerband,rsi,%K,%D,sma,ema,Return,Volume_Ratio,52_Week_High,20_Day_Return,Momentum,Pullback,Breakout
2020-01-02,67.42050170898438,68.43399810791016,67.32450103759766,68.43399810791016,68.43399810791016,27278000,68.43399810791016,68.43399810791016,0.0,0.0,0.0,,,,,,,,,68.43399810791016,,,,,,False,False
2020-01-03,67.4000015258789,68.6875,67.36599731445312,68.07599639892578,68.07599639892578,23408000,68.24008051554361,68.24811260516826,-0.008032089624649075,-0.00446227201369393,-0.0035698176109551444,,,,,0.0,,,,68.24903055826823,-0.005231342883399326,,,,,False,False
2020-01-06,67.58149719238281,69.91600036621094,67.55000305175781,69.8905029296875,69.8905029296875,46768000,68.88424076494388,68.838207502445,0.046033262498880845,0.016232619179984253,0.02980064331889659,,,,,28.051301950950815,,,,68.83305682592241,0.026654131070351195,,,,,False,False
2020-01-07,70.02300262451172,70.17500305175781,69.5780029296875,69.75550079345703,69.75550079345703,34330000,69.15926350670298,69.09464262128078,0.06462088542220101,0.03262430828642624,0.03199657713577477,,,,,27.43467898714863,,,,69.08722375375096,-0.0019316234763153695,,,,0.0194911647106365,True,False
2020-01-08,69.74099731445312,70.59249877929688,69.63150024414062,70.25199890136719,70.25199890136719,35314000,69.45615580802246,69.3630383162633,0.09311749175915907,0.0506196627226271,0.042497829036531966,,,,,33.24637840354799,,,,69.35223830021245,0.007117691110558599,,,,0.031840198704594425,False,False
2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,70.989501953125,33200000,69.8288395903233,69.68880601051809,0.14003357980520548,0.07485580556962662,0.06517777423557886,,,,,40.82736672025983,,,,69.6725431429839,0.010497965371679463,,,,0.015684033005922693,False,False
2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,71.447998046875,26258000,70.19014913489964,70.0016691947744,0.18847994012524794,0.10361104280957385,0.08486889731567408,,,,,45.00858098055361,,,,69.97961963525204,0.00645864643553562,,,,0.024074302917773682,False,False
2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,72.00150299072266,30730000,70.56815076602066,70.32389197183493,0.2442587941857397,0.13741134234681737,0.10684745183892233,,,,,49.63535073604646,,,,70.29510606365595,0.0077469622519656944,,,,0.024703574059180777,False,False
2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,71.52950286865234,26076000,70.7583404293017,70.50258997344336,0.2557504558583332,0.16474826465134704,0.09100219120698619,,,,,46.075298206026055,,,,70.47156666668957,-0.006555420407420187,,,,0.007650188280081127,True,False
2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,71.95999908447266,21550000,70.98605427743868,70.70369824625739,0.28235603118129404,0.19109923147553293,0.09125679970576112,,,,,49.6242396677649,,,,70.66886681104039,0.006018442720213235,,,,0.007209984564758742,False,False
2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,72.50800323486328,26080000,71.26453423986607,70.93771717488421,0.3268170649818529,0.22079351796369076,0.10602354701816216,,,,,53.793097923191375,,,,70.89712422895572,0.007615399629832265,,,,0.0070784219426253125,False,False
2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,73.97599792480469,52424000,71.74662358169364,71.31101783741384,0.4356057442797976,0.2669261752994679,0.1686795689803297,,,,,62.698394043224745,,,,71.25775509996488,0.02024596767871789,,,,0.03387981002876339,False,False
2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,74.11250305175781,48930000,72.15743013623474,71.63921132496037,0.518218811274366,0.320108427742044,0.19811038353232197,,,,,63.404673064007916,,,,71.57542011500855,0.0018452623929707812,,,,0.029706629701520937,False,False
2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,74.19349670410156,28458000,72.5041072647854,71.92608797099184,0.5780192937935595,0.3740635733513796,0.20395572044217997,,,,,63.842132997822674,89.15565176403484,,,71.85373529099371,0.0010928473470555033,,,,0.023184077418744176,False,False
2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,74.2344970703125,26650000,72.79397718045088,72.17580129006573,0.618175890385146,0.4246664678261035,0.19350942255904247,,,,,64.07624078710688,89.63197116700933,,,72.09667062305805,0.0005526140164879845,,,,0.003490723756514269,False,False
2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,73.30850219726562,29786000,72.87900649628025,72.29429110987468,0.584715386405577,0.4576033421348971,0.12711204427067985,,,,,55.35851815876694,76.99561454961659,85.26107916022026,,72.21585476794013,-0.012473915896133891,,,,-0.010828454532590404,False,False
2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,71.58650207519531,34132000,72.66781995382571,72.22244434182568,0.44537561200003495,0.45510145870143126,-0.009725846701396312,,,,,43.50484545476028,36.8464588584873,67.82468152503775,,72.15598337222674,-0.02348977363412208,,,,-0.03541107551376799,False,False
2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,72.5250015258789,29724000,72.64470506269475,72.25233645818636,0.39236860450839117,0.4423247226479046,-0.04995611813951345,,,,,49.81226345288898,53.60818476212823,55.81675272341071,,72.1900458563256,0.01311000570607268,,,,-0.02285368382418329,False,False
2020-01-29,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,72.83499908447266,21566000,72.67525929515162,72.30851356642555,0.36674572872607314,0.42698789691098205,-0.060242168184908906,,,,,51.72931082804997,51.44407166580273,47.29957176213943,,72.24796906259968,0.004274354389129265,,,,-0.006105413538920135,False,False
2020-01-30,71.90499877929688,72.76249694824219,71.75,72.7125015258789,72.7125015258789,27110000,72.6811991312688,72.3466127016184,0.3345864296504004,0.4082920550779049,-0.07370562542750447,71.81642532348633,1.8256304100508218,75.46768614358797,68.16516450338469,50.90189648985253,42.85897102938464,49.30374248577187,,72.28865947668918,-0.0016818502112107003,0.8609465012734767,,,0.015702509883991245,True,False
2020-01-31,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,71.63899993896484,43822000,72.5159099361671,72.28120291045893,0.23470702570817537,0.3732518604526868,-0.13854483474451146,71.97667541503907,1.6448110681696342,75.26629755137833,68.6870532786998,44.225808232483814,16.378917732786817,36.89398680932473,,72.23303665405555,-0.014763645375781675,1.3560549328811293,,0.04683347341479127,-0.012171141197863111,False,False
2020-02-03,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,74.12999725341797,71636000,72.77068831626613,72.44901877472917,0.3216695415369628,0.36285870874567866,-0.04118916720871585,72.27937545776368,1.432546819021371,75.14446909580641,69.41428181972094,57.99346945974188,77.82432447691421,45.68740441302856,,72.39209492799526,0.034771525517879986,2.0628210739708357,,0.08893003664633414,0.01832602993088761,False,False
