Date,Open,High,Low,Close,Adj Close,Volume,Return,Downturn,Recovery,Downturn_Recovery,SMA,Upward_Trend,RSI,ADX,upper_band,middle_band,lower_band
2018-01-02,58.599998474121094,59.5,58.5255012512207,59.45050048828125,59.45050048828125,53890000,,False,True,False,,False,,,,,
2018-01-03,59.415000915527344,60.27450180053711,59.415000915527344,60.209999084472656,60.209999084472656,62176000,0.012775310383486449,False,True,False,,False,,,,,
2018-01-04,60.25,60.79349899291992,60.233001708984375,60.47949981689453,60.47949981689453,60442000,0.004476012896857506,False,True,False,,False,,,,,
2018-01-05,60.8754997253418,61.457000732421875,60.5,61.457000732421875,61.457000732421875,70894000,0.016162516530176196,False,True,False,,False,,,,,
2018-01-08,61.79999923706055,62.65399932861328,61.60150146484375,62.34349822998047,62.34349822998047,85590000,0.014424678832250848,False,True,False,,False,,,,,
2018-01-09,62.845001220703125,62.96649932861328,62.0880012512207,62.6349983215332,62.6349983215332,73226000,0.0046757095740346255,False,True,False,,False,,,,,
2018-01-10,62.25749969482422,62.71649932861328,61.86149978637695,62.71649932861328,62.71649932861328,53720000,0.0013012055442500614,False,False,False,,False,,,,,
2018-01-11,62.98699951171875,63.8385009765625,62.823001861572266,63.83399963378906,63.83399963378906,62500000,0.01781828254348916,False,False,False,,False,,,,,
2018-01-12,63.669498443603516,65.28800201416016,63.669498443603516,65.26000213623047,65.26000213623047,108874000,0.022339231610462695,False,False,False,,False,,,,,
2018-01-16,66.1500015258789,66.99700164794922,64.61499786376953,65.24299621582031,65.24299621582031,144414000,-0.0002605871874575838,False,False,False,,False,,,,,
2018-01-17,65.61199951171875,65.69999694824219,64.04399871826172,64.75,64.75,105076000,-0.00755630863716783,False,False,False,,False,,,,,
2018-01-18,64.69750213623047,65.2300033569336,64.20099639892578,64.66600036621094,64.66600036621094,80538000,-0.0012972916415299185,False,True,False,,False,,,,,
2018-01-19,65.5999984741211,65.6500015258789,64.64949798583984,64.72899627685547,64.72899627685547,91570000,0.0009741736041779525,False,False,False,,False,,,,,
2018-01-22,64.8584976196289,66.37249755859375,64.83300018310547,66.3655014038086,66.3655014038086,82802000,0.025282411609683475,False,False,False,,False,,,,,
2018-01-23,66.90450286865234,68.24500274658203,66.86699676513672,68.12699890136719,68.12699890136719,103386000,0.02654236704761037,False,False,False,,False,93.9783906694716,,,,
2018-01-24,68.74099731445312,69.40799713134766,66.9000015258789,67.87550354003906,67.87550354003906,136150000,-0.0036915667119321594,False,True,False,,False,91.46705820552386,,,,
2018-01-25,68.4000015258789,68.91699981689453,67.88099670410156,68.89749908447266,68.89749908447266,95060000,0.015056912893923968,False,True,False,,False,92.3604605570187,,,,
2018-01-26,69.60050201416016,70.12650299072266,69.04550170898438,70.10250091552734,70.10250091552734,97146000,0.017489776074125496,False,True,False,,False,93.25691883708569,,,,
2018-01-29,70.45899963378906,71.56950378417969,70.02200317382812,70.88400268554688,70.88400268554688,114038000,0.011147987016343786,False,False,False,,False,93.76770361532658,,,,
2018-01-30,70.15850067138672,71.9625015258789,69.5999984741211,71.89099884033203,71.89099884033203,117438000,0.014206254114237371,False,False,False,65.09584980010986,True,94.36049647206276,,72.15825723087927,65.09584980010986,58.03344236934044
