Date,Open,High,Low,Close,Adj Close,Volume,ewm12,ewm26,macd,signal,macdhist,sma20,std20,upperband,lowerband,rsi,%K,%D,sma,ema,Return,Volume_Ratio,52_Week_High,20_Day_Return,Momentum,Pullback,Breakout
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,155.42202758789062,22622100,160.6199951171875,160.6199951171875,0.0,0.0,0.0,,,,,,,,,160.6199951171875,,,,,,False,False
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,153.48678588867188,21116200,159.53666178385416,159.58153357872598,-0.04487179487182402,-0.02492877492879112,-0.0199430199430329,,,,,0.0,,,,159.58666178385417,-0.012451749849331062,,,,,False,False
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,153.88345336914062,20813700,159.33891109616323,159.38337248026178,-0.044461384098553935,-0.03293394262131686,-0.011527441477237076,,,,,1.552455907825589,,,,159.3886043431361,0.0025848170138100812,,,,,False,False
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,152.4804229736328,21634100,158.78369218015123,158.8792288532827,-0.09553667313147685,-0.05414082965050384,-0.041395843480973006,,,,,1.4657887236614613,,,,158.8902684437889,-0.009117757400316062,,,,-0.018984690235837043,False,False
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,154.90921020507812,27746500,159.13861035110847,159.16001082689357,-0.02140047578510007,-0.04440131457869168,0.02300083879359161,,,,,10.753660101561522,,,,159.16323558631703,0.0159283822672307,,,,0.00939544188072472,False,False
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,156.84446716308594,21385000,159.85595241773632,159.74686355602017,0.1090888617161454,-0.0027969429140749925,0.1118858046302204,,,,,17.432203473331242,,,,159.73581022369737,0.012492972988635387,,,,0.019303597855550025,False,False
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,156.11874389648438,20725900,160.18711162624527,160.03019396269443,0.1569176635508427,0.03762256318421202,0.11929510036663067,,,,,16.92084056765063,,,,160.01326466301435,-0.004627059145812851,,,,0.023794296110053237,True,False
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,157.9959716796875,21626500,160.83254950408914,160.55381804337148,0.2787314607176654,0.09556556531532394,0.18316589540234146,,,,,23.19682429589372,,,,160.5229925244672,0.01202431192165987,,,,0.019890225764482405,False,False
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,156.8831787109375,23477400,161.08923235829633,160.78744353490706,0.3017888233892734,0.1432041610092652,0.15858466238000818,,,,,22.12963395055209,,,,160.75271960143976,-0.007043078791535318,,,,0.0003541739843117009,True,False
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,157.89920043945312,21417900,161.48543062589744,161.11759203041362,0.3678385954838177,0.19353531434259055,0.17430328114122715,,,,,25.49974722953729,,,,161.07446839045073,0.006476208976417874,,,,0.011457442106542426,False,False
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,160.79246520996094,23865400,162.3425935333737,161.77289070718575,0.5697028261879495,0.27583861653723873,0.2938642096507108,,,,,34.22903687211338,,,,161.70688067650192,0.018323358422406733,,,,0.01775648860728929,False,False
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,161.69235229492188,34371700,163.18844587042756,162.4274107698474,0.761035100580159,0.38003847295480414,0.38099662762535486,,,,,36.71294426649522,,,,162.33858165300765,0.005596725912127454,,,,0.03039629331095206,False,False
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,161.1117706298828,29517200,163.7634574715507,162.90451386357236,0.8589436079783468,0.4813914381463994,0.3775521698319474,,,,,35.77424732742293,,,,162.8016477604621,-0.0035907006678619346,,,,0.02032938366667225,True,False
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,160.33766174316406,24138800,164.09318831419588,163.21847988237226,0.8747084318236205,0.5636736466836766,0.31103478513994387,,,,,34.50735834471686,78.68147430110744,,,163.10975737330685,-0.00480482313368058,,,,-0.002798797889415061,False,False
