Date,Open,High,Low,Close,Adj Close,Volume,Return,Downturn,Recovery,Downturn_Recovery,SMA,Upward_Trend,RSI,ADX,upper_band,middle_band,lower_band
2018-01-02,86.12999725341797,86.30999755859375,85.5,85.94999694824219,80.56207275390625,22483800,,False,True,False,,False,,,,,
2018-01-03,86.05999755859375,86.51000213623047,85.97000122070312,86.3499984741211,80.93697357177734,26061400,0.004653886446555511,False,True,False,,False,,,,,
2018-01-04,86.58999633789062,87.66000366210938,86.56999969482422,87.11000061035156,81.64933776855469,21912000,0.008801414587844336,False,False,False,,False,,,,,
2018-01-05,87.66000366210938,88.41000366210938,87.43000030517578,88.19000244140625,82.6616439819336,23407100,0.012398138256083824,False,False,False,,False,,,,,
2018-01-08,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,82.7459945678711,22113000,0.0010204823154462694,False,False,False,,False,,,,,
2018-01-09,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,82.68974304199219,19484300,-0.0006796279952806517,False,False,False,,False,,,,,
2018-01-10,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,82.3148422241211,18652200,-0.004534136480889517,False,False,False,,False,,,,,
2018-01-11,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,82.55854797363281,17808900,0.0029606255651786206,False,False,False,,False,,,,,
2018-01-12,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,83.98323822021484,24271500,0.017257000584331328,False,False,False,,False,,,,,
2018-01-16,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,82.81160736083984,36599700,-0.013950893094725192,False,False,False,,False,,,,,
2018-01-17,89.08000183105469,90.27999877929688,88.75,90.13999938964844,84.48939514160156,25621200,0.020260338952373225,False,False,False,,False,,,,,
2018-01-18,89.80000305175781,90.66999816894531,89.66000366210938,90.0999984741211,84.45189666748047,24159700,-0.0004437643199267649,False,False,False,,False,,,,,
2018-01-19,90.13999938964844,90.61000061035156,89.66000366210938,90.0,84.358154296875,36875000,-0.0011098609968325235,False,False,False,,False,,,,,
2018-01-22,90.0,91.62000274658203,89.73999786376953,91.61000061035156,85.86723327636719,23601600,0.017888895670572946,False,False,False,,False,,,,,
2018-01-23,91.9000015258789,92.30000305175781,91.54000091552734,91.9000015258789,86.13907623291016,23412800,0.0031656032485014585,False,False,False,,False,80.82903438761271,,,,
2018-01-24,92.55000305175781,93.43000030517578,91.58000183105469,91.81999969482422,86.06407928466797,33277500,-0.0008705313354337996,False,False,False,,False,80.11377359892884,,,,
2018-01-25,92.47000122070312,93.23999786376953,91.93000030517578,92.33000183105469,86.54210662841797,26383200,0.005554368742382243,False,False,False,,False,81.25269220491323,,,,
2018-01-26,93.12000274658203,94.05999755859375,92.58000183105469,94.05999755859375,88.16368103027344,29172200,0.01873709187945871,False,False,False,,False,84.49633117761249,,,,
2018-01-29,95.13999938964844,95.44999694824219,93.72000122070312,93.91999816894531,88.0324478149414,31569900,-0.001488405201809928,False,False,False,,False,83.24117548625256,,,,
2018-01-30,93.30000305175781,93.66000366210938,92.0999984741211,92.73999786376953,86.9264144897461,38635100,-0.012563887650989591,False,False,False,89.82849960327148,True,73.35095084580027,,94.57283612175571,89.82849960327148,85.08416308478725
2018-01-31,93.75,95.4000015258789,93.51000213623047,95.01000213623047,89.0541000366211,48756300,0.02447707919721398,False,False,False,90.2814998626709,True,78.61486877461937,,95.18547062026668,90.2814998626709,85.37752910507511
2018-02-01,94.79000091552734,96.06999969482422,93.58000183105469,94.26000213623047,88.35111999511719,47227900,-0.007893905727152872,False,False,False,90.67700004577637,True,73.452453127325,,95.52443267001351,90.67700004577637,85.82956742153922
2018-02-02,93.63999938964844,93.97000122070312,91.5,91.77999877929688,86.02659606933594,47867800,-0.026310240830987208,False,False,False,90.91049995422364,True,59.531452779974046,,95.49068973897047,90.91049995422364,86.3303101694768
2018-02-05,90.55999755859375,93.23999786376953,88.0,88.0,82.4835433959961,51031500,-0.041185430699194336,False,False,False,90.90099983215332,False,45.406022798107806,,95.50445050619001,90.90099983215332,86.29754915811662
2018-02-06,86.88999938964844,91.4800033569336,85.25,91.33000183105469,85.60480499267578,67998600,0.03784092989834864,False,False,False,91.05349998474121,True,55.437450008854725,,95.49890347163999,91.05349998474121,86.60809649784242
2018-02-07,90.48999786376953,91.7699966430664,89.19999694824219,89.61000061035156,83.99262237548828,41107600,-0.018832817105214117,False,False,False,91.12299995422363,False,50.29670037538363,,95.43035253068052,91.12299995422363,86.81564737776674
2018-02-08,89.70999908447266,89.87999725341797,84.76000213623047,85.01000213623047,79.68099212646484,55628700,-0.05133353914506844,True,True,True,90.98250007629395,False,39.695055798345166,,95.85754999162324,90.98250007629395,86.10745016096465
2018-02-09,86.30000305175781,88.93000030517578,83.83000183105469,88.18000030517578,82.65225219726562,63499100,0.0372897081435819,False,True,False,90.9875,False,47.852485925696584,54.17978219189266,95.85082329387096,90.9875,86.12417670612903
2018-02-12,88.73999786376953,89.77999877929688,87.93000030517578,89.12999725341797,83.5427017211914,35720300,0.010773383363057443,False,True,False,90.96399993896485,False,50.03383101813116,52.416937741666494,95.85835747015089,90.96399993896485,86.0696424077788
2018-02-13,88.93000030517578,90.0,87.80000305175781,89.83000183105469,84.19882202148438,26407700,0.007853748448420017,False,False,False,91.03800010681152,False,51.63910243588696,50.65846664838896,95.81538654228248,91.03800010681152,86.26061367134056
