Date,Open,High,Low,Close,Adj Close,Volume,Return,Downturn,Recovery,Downturn_Recovery
2018-01-02,84.27999877929688,84.41999816894531,82.9000015258789,83.2300033569336,66.20276641845703,3167900,,False,False,False
2018-01-03,83.05999755859375,83.79000091552734,82.83999633789062,82.97000122070312,65.99597930908203,2690200,-0.003123899143863351,False,False,False
2018-01-04,82.81999969482422,83.2300033569336,82.1500015258789,82.31999969482422,65.47894287109375,2475800,-0.00783417519965901,False,False,False
2018-01-05,82.51000213623047,82.75,81.3499984741211,81.94000244140625,65.17668151855469,3827200,-0.004616098819566261,False,False,False
2018-01-08,81.9800033569336,82.30999755859375,81.72000122070312,82.19999694824219,65.38348388671875,3560000,0.003172986320348903,False,False,False
2018-01-09,82.02999877929688,82.02999877929688,80.95999908447266,81.23999786376953,64.61988830566406,2781700,-0.011678821412574147,False,False,False
2018-01-10,80.77999877929688,80.94999694824219,79.91999816894531,80.11000061035156,63.7210578918457,3227200,-0.013909370791870934,False,False,False
2018-01-11,79.51000213623047,80.13999938964844,79.0,79.27999877929688,63.060855865478516,4087200,-0.010360776741118127,False,False,False
2018-01-12,79.0,79.61000061035156,78.55000305175781,78.9000015258789,62.75860595703125,3211400,-0.004793103673926935,False,False,False
2018-01-16,79.08999633789062,79.2699966430664,78.20999908447266,78.41999816894531,62.376800537109375,4375300,-0.006083692619145986,False,False,False
2018-01-17,78.36000061035156,78.69999694824219,77.62000274658203,78.41000366210938,62.36885452270508,4125200,-0.00012744844515810705,False,False,False
2018-01-18,78.63999938964844,78.63999938964844,77.05000305175781,77.33999633789062,61.51775360107422,4757600,-0.013646311366464325,False,False,False
2018-01-19,77.47000122070312,77.81999969482422,76.63999938964844,76.81999969482422,61.1041374206543,4536700,-0.006723515227419874,False,False,False
2018-01-22,77.16000366210938,77.6500015258789,76.8499984741211,76.94999694824219,61.2075309753418,3720100,0.0016922318918823898,False,False,False
2018-01-23,77.75,78.44999694824219,77.23999786376953,77.70999908447266,61.81204605102539,4033900,0.009876571362850806,False,False,False
2018-01-24,77.69999694824219,77.7300033569336,77.20999908447266,77.23999786376953,61.43821334838867,3601700,-0.006048143433797004,False,False,False
2018-01-25,77.2300033569336,79.22000122070312,77.19999694824219,78.9000015258789,62.75860595703125,4842900,0.02149150321103277,False,False,False
2018-01-26,78.93000030517578,79.04000091552734,78.05999755859375,78.83000183105469,62.702919006347656,3944500,-0.0008871951010198664,False,False,False
2018-01-29,78.55000305175781,78.56999969482422,77.16999816894531,77.29000091552734,61.477989196777344,4901300,-0.019535720915341503,False,False,False
2018-01-30,77.0999984741211,77.91000366210938,76.97000122070312,77.66000366210938,61.77228927612305,3969200,0.0047872007012448314,False,False,False
2018-01-31,77.77999877929688,78.58000183105469,77.25,78.5,62.440433502197266,4007000,0.010816331422611958,False,False,False
2018-02-01,78.31999969482422,78.6500015258789,76.66999816894531,76.83999633789062,61.12004852294922,4328600,-0.021146543466361467,False,False,False
2018-02-02,76.81999969482422,77.7300033569336,76.43000030517578,76.52999877929688,60.87346649169922,4252400,-0.004034325525349991,False,False,False
2018-02-05,76.6500015258789,77.58999633789062,75.7300033569336,75.80999755859375,60.300750732421875,5852100,-0.00940809136531573,False,False,False
2018-02-06,75.1500015258789,75.25,72.93000030517578,74.48999786376953,59.25081253051758,7810800,-0.01741194746516106,False,False,False
2018-02-07,74.45999908447266,75.55999755859375,74.18000030517578,74.4000015258789,59.179229736328125,4840400,-0.0012081667401201424,False,False,False
2018-02-08,74.08999633789062,75.87000274658203,73.80000305175781,74.31999969482422,59.11558532714844,6160100,-0.0010752934061011299,False,True,False
2018-02-09,74.31999969482422,76.72000122070312,73.86000061035156,76.0999984741211,60.53141784667969,6312300,0.02395046806520429,False,False,False
2018-02-12,76.12000274658203,77.25,75.66000366210938,76.80999755859375,61.09617614746094,4373100,0.00932981732863114,False,False,False
2018-02-13,76.54000091552734,77.30000305175781,75.81999969482422,77.08000183105469,61.31094741821289,3808000,0.003515223031415493,False,False,False
2018-02-14,76.62000274658203,76.66000366210938,75.44999694824219,75.4800033569336,60.03826904296875,4563000,-0.020757634095909805,False,False,False
2018-02-15,74.7699966430664,76.20999908447266,74.66000366210938,76.19999694824219,61.33417510986328,3923800,0.00953886538536386,False,False,False
2018-02-16,76.06999969482422,76.88999938964844,75.7699966430664,76.69999694824219,61.736637115478516,3796600,0.006561680052816987,False,False,False
2018-02-20,76.20999908447266,76.62000274658203,74.81999969482422,75.69000244140625,60.923683166503906,4017000,-0.01316811664956763,False,False,False
2018-02-21,75.58000183105469,76.5,75.30000305175781,75.33000183105469,60.63389587402344,4242800,-0.004756250478790136,False,True,False
2018-02-22,75.4800033569336,76.25,75.16999816894531,75.54000091552734,60.802940368652344,3103900,0.0027877217492124906,False,False,False
2018-02-23,75.44999694824219,77.30000305175781,75.37999725341797,77.22000122070312,62.15518569946289,2839100,0.022239876685392623,False,False,False
2018-02-26,79.11000061035156,79.62999725341797,77.6500015258789,77.91999816894531,62.718631744384766,5253800,0.009064969401405776,False,False,False
2018-02-27,77.87999725341797,78.29000091552734,76.33000183105469,76.33000183105469,61.438819885253906,4088600,-0.020405497629032432,False,False,False
2018-02-28,76.0199966430664,76.55999755859375,75.30999755859375,75.33999633789062,60.64196014404297,3321700,-0.012970070344755058,False,False,False
2018-03-01,75.3499984741211,76.81999969482422,75.16000366210938,75.55999755859375,60.81904602050781,3209700,0.0029201119112940432,False,False,False
2018-03-02,75.45999908447266,76.30000305175781,74.58000183105469,75.3499984741211,60.650020599365234,3631400,-0.002779236252751449,False,False,False
2018-03-05,75.22000122070312,77.66999816894531,74.87000274658203,77.48999786376953,62.37250900268555,3840600,0.028400788758919715,False,False,False
2018-03-06,77.2300033569336,77.38999938964844,75.62999725341797,75.86000061035156,61.06050491333008,3655400,-0.02103493739003026,False,False,False
2018-03-07,75.41000366210938,75.69999694824219,74.93000030517578,75.25,60.569515228271484,9936900,-0.008041136375476432,False,True,False
2018-03-08,75.52999877929688,76.02999877929688,75.23999786376953,75.98999786376953,61.165157318115234,4733900,0.00983385865474462,False,False,False
2018-03-09,75.9000015258789,76.1500015258789,75.5199966430664,76.12999725341797,61.2778205871582,3870100,0.001842339697119444,False,False,False
2018-03-12,76.12000274658203,76.7300033569336,76.05999755859375,76.55000305175781,61.615901947021484,3581800,0.005516955385427735,False,False,False
2018-03-13,76.9000015258789,77.33000183105469,76.19000244140625,76.47000122070312,61.5515022277832,6365000,-0.0010450924606834056,False,False,False
2018-03-14,76.70999908447266,77.33000183105469,76.44999694824219,77.0,61.97809982299805,3788900,0.006930806470987649,False,False,False
2018-03-15,76.87000274658203,77.62999725341797,76.29000091552734,76.73999786376953,61.768829345703125,4619000,-0.003376651119876173,False,False,False
