Date,Open,High,Low,Close,Adj Close,Volume,ewm12,ewm26,macd,signal,macdhist,sma20,std20,upperband,lowerband,rsi,%K,%D,sma,ema,Return,Volume_Ratio,52_Week_High,20_Day_Return,Momentum,Pullback,Breakout
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.34793853759766,135480400,75.0875015258789,75.0875015258789,0.0,0.0,0.0,,,,,,,,,75.0875015258789,,,,,,False,False
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.63484191894531,146322800,74.6920830408732,74.70846132131722,-0.016378280444016013,-0.009099044691120007,-0.007279235752896006,,,,,0.0,,,,74.71033312479655,-0.00972203551987938,,,,,False,False
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.213623046875,118387200,74.79274689848373,74.7952427269497,-0.00249582846596752,-0.006392808533270627,0.003896980067303107,,,,,5.876481889675588,,,,74.79560411122057,0.007968245219206693,,,,,False,False
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.86929321289062,108872000,74.73111623895579,74.73996352553435,-0.0088472865785576,-0.007224271285739115,-0.0016230152928184858,,,,,5.663259911251771,,,,74.74102021851365,-0.0047030460371630944,,,,-0.006456836337835781,False,False
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,74.04148864746094,132079200,75.02084906143116,74.98521073741979,0.0356383240113729,0.005526381765519812,0.03011194224585309,,,,,16.738941680976666,,,,74.98139508611052,0.016086288271489613,,,,0.01935148745353321,False,False
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.61418151855469,170108400,75.60093109743777,75.47037620172561,0.13055489571215162,0.039416060495958215,0.0911388352161934,,,,,28.814607140457298,,,,75.45602453421752,0.021240813976545425,,,,0.03262405621087194,False,False
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.78512573242188,140644800,76.04311051597598,75.84600587327594,0.19710464270004024,0.0793228339032367,0.11778180879680354,,,,,30.00292969536237,,,,75.82381173887151,0.0022607036734636488,,,,0.03958780592149869,False,False
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.40422821044922,121532000,76.71025163149648,76.39286208038364,0.3173895511128393,0.1365347428943136,0.18085480821852568,,,,,40.18759119209124,,,,76.35685948190327,0.02136437073337283,,,,0.0448658883833819,False,False
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.35902404785156,161954400,76.99904145332455,76.65627266206512,0.3427687912594308,0.18417583119904554,0.15859296006038529,,,,,36.49590054997372,,,,76.61605291533083,-0.013503277683875936,,,,0.010121796722960541,True,False
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,76.03177642822266,121923600,77.15745509953686,76.81892543618098,0.3385296633558852,0.21876004982983763,0.11976961352604756,,,,,35.39948565586512,,,,76.77763113161674,-0.004285519922216707,,,,0.003575573127280185,True,False
